"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order","continuous_pickup","continuous_drop_off"
"3-3511_51301","3-7778082","Iw07","Gorey, Main Street - Carlow, Carlow College","","3","","","","","",""
"3-3579_53763","3-7778256","Si03","Belmullet - Sligo","","3","","","","","",""
"3-3579_53764","3-7778256","Ng11","Belmullet - Galway","","3","","","","","",""
"3-3592_37748","3-7778099","Ky03","Killarney, Gleneagle Hotel - Killarney, Gleneagle Hotel","","3","","","","","",""
"3-3826_51300","3-7778193","Um11","Gorey - Wicklow - Maynooth","","3","","","","","",""
"3-3863_49809","3-7778348","Ai05","Edenderry - Athlone","","3","","","","","",""
"3-4194_46238","3-7778230","164","Sydney Parade Dart Station - Ucd","","3","","","","","",""
"3-4389_83262","3-7778260","Dk07","Monaghan - Dundalk Institute of Technology","","3","","","","","",""
"3-4390_77356","3-7778227","930","Swanlinbar - Cavan","","3","","","","","",""
"3-4409_84786","3-7778266","Vi04","Cross Keys - Cavan","","3","","","","","",""
"3-4410_83419","3-7778060","Iw08","Mountmellick - Carlow","","3","","","","","",""
"3-4442_85798","3-7778309","525","Galway City - Rossaveel","","3","","","","","",""
"3-4465_46239","3-7778100","Kl03","Santry - Keelings Retail Uc","","3","","","","","",""
"3-4506_41295","3-7778371","809","Galway City - Glásan Student Village","","3","","","","","",""
"3-4540_91935","3-7778247","Wi05","Clonmel/ Limerick - Waterford","","3","","","","","",""
"3-4551_56125","3-7778032","947","Rossport - Belmullet","","3","","","","","",""
"3-4551_91958","3-7778032","945","Rossport - Belmullet","","3","","","","","",""
"3-4551_92138","3-7778032","946","Rossport - Belmullet","","3","","","","","",""
"3-4586_37963","3-7778036","836","Dublin, Millennium Spire - Corduff (Fingal), Cruiserath Road","","3","","","","","",""
"3-4586_46124","3-7778036","787","Ballymun, Travelodge Hotel - Dublin Airport","","3","","","","","",""
"3-4586_47272","3-7778036","870","O'Connell Street Upper - Damastown Ibm","","3","","","","","",""
"3-4586_74628","3-7778036","860","Aston Quay - Park West","","3","","","","","",""
"3-4586_92217","3-7778036","786","Dublin Airport Hilton Hotel - Dublin Airport","","3","","","","","",""
"3-4653_77790","3-7778101","191","Stamullen - Dublin City","","3","","","","","",""
"3-4661_98303","3-7778352","853","Dublin Port - Dublin City","","3","","","","","",""
"3-4689_99517","3-7778363","Mb01","Ballymore - Moate","","3","","","","","",""
"3-4822_107107","3-7778239","Um04","Wexford - Maynooth","","3","","","","","",""
"3-4835_107432","3-7778249","Ai01","Longford - Athlone","","3","","","","","",""
"3-4836_107433","3-7778487","Dk08","Ardee - Dundalk Institute of Technology","","3","","","","","",""
"3-4847_107435","3-7778254","Um08","Dundrum - Maynooth University","","3","","","","","",""
"3-4859_94420","3-7778352","Kl04","Tyrrelstown - Keelings Flowers Food Central","","3","","","","","",""
"3-4859_94421","3-7778352","Kl01","Phibsborough - Keelings Retail Uc","","3","","","","","",""
"3-4860_107594","3-7778246","Ul05","Westport - Limerick","","3","","","","","",""
"3-4864_107633","3-7778246","970","Breaffy House Resort - Castlebar Town","","3","","","","","",""
"3-4864_37738","3-7778246","968","Knockcroghery (Mayo), Church of the Holy Rosary - Castlecourt Hotel Westport","","3","","","","","",""
"3-4867_107634","3-7778206","Ng01","Ballina - Galway","","3","","","","","",""
"3-4867_107643","3-7778206","Si11","Ballina - Sligo","","3","","","","","",""
"3-4869_107641","3-7778105","Ai02","Roscommon - Athlone","","3","","","","","",""
"3-4873_107635","3-7778255","Um05","Cavan - Maynooth University","","3","","","","","",""
"3-4873_107644","3-7778255","Gm13","Monaghan - Galway","","3","","","","","",""
"3-4873_107645","3-7778255","Um09","Athboy - Maynooth University","","3","","","","","",""
"3-4873_107646","3-7778255","Um03","Dundalk - Maynooth University","","3","","","","","",""
"3-4874_107648","3-7778048","Um02","Birr - Maynooth","","3","","","","","",""
"3-4878_107647","3-7778268","Dk04","Bailieborough - Dundalk Institute of Technology","","3","","","","","",""
"3-4878_107654","3-7778268","Dk03","Trim - Dundalk Institute of Technology","","3","","","","","",""
"3-4878_107655","3-7778268","Dk02","Moynalty - Dundalk Institute of Technology","","3","","","","","",""
"3-4878_40268","3-7778268","Dk01","Dunshaughlin (Euromart Shop) - Dundalk, Dkit Dublin Road","","3","","","","","",""
"3-4881_107657","3-7778490","Vi01","Kingscourt - Cavan","","3","","","","","",""
"3-4883_107639","3-7778270","Of01","Carlingford - Dundalk","","3","","","","","",""
"3-4883_107640","3-7778270","Df01","Carlingford - Drogheda","","3","","","","","",""
"3-4889_107656","3-7778082","Iw01","Kilkenny - South East Technological University Ca","","3","","","","","",""
"3-4951_105288","3-7778077","976","Cockhill - Bridgend","","3","","","","","",""
"3-4951_109514","3-7778077","951","Malin Town - Letterkenny","","3","","","","","",""
"3-4952_109515","3-7778054","991","Killybegs - Letterkenny","","3","","","","","",""
"3-4959_109516","3-7778068","290a","Tralee and Tralee via Blennerville","","3","","","","","",""
"3-4959_109717","3-7778068","290b","Tralee and Tralee via Manor West","","3","","","","","",""
"3-4975_109381","3-7778038","527","Kilcurriff - Tuam","","3","","","","","",""
"3-4975_109382","3-7778038","488","Kilcurriff - Kilcurriff","","3","","","","","",""
"3-4975_109513","3-7778038","441","Corofin - Tuam","","3","","","","","",""
"3-4975_110722","3-7778038","484","Glenaneeney/Kilcurriff - Tuam","","3","","","","","",""
"3-4977_110723","3-7778153","980","Carrickmacross - Dublin City","","3","","","","","",""
"3-4977_84824","3-7778153","980a","Carrickmacross - Dublin City","","3","","","","","",""
"3-4977_84825","3-7778153","980b","Carrickmacross - Dublin City","","3","","","","","",""
"3-4980_110726","3-7778106","931","Crolly - Killea","","3","","","","","",""
"3-4983_110725","3-7778066","500","Swords - Dublin City","","3","","","","","",""
"3-4983_110727","3-7778066","501","Swords - Dublin City","","3","","","","","",""
"3-4983_110728","3-7778066","502","Swords - Dublin City","","3","","","","","",""
"3-4983_110729","3-7778066","503","Swords - Dublin City","","3","","","","","",""
"3-4983_110731","3-7778066","505","Swords - Dublin City","","3","","","","","",""
"3-4983_110732","3-7778066","506","Dublin City - Swords","","3","","","","","",""
"3-4983_110733","3-7778066","507","Swords - Dublin City","","3","","","","","",""
"3-4983_110736","3-7778066","500n","Dublin City - Swords","","3","","","","","",""
"3-4983_110738","3-7778066","500x","Swords - Dublin City","","3","","","","","",""
"3-4983_110739","3-7778066","505x","Dublin City - Swords","","3","","","","","",""
"3-4983_110741","3-7778066","506x","Swords - Dublin City","","3","","","","","",""
"3-4986_110743","3-7778093","974","Glen - Letterkenny","","3","","","","","",""
"3-4988_110896","3-7778223","871","Urlingford - Kilkenny","","3","","","","","",""
"3-4989_110899","3-7778024","702","Dublin Airport - Dalkey","","3","","","","","",""
"3-4989_110900","3-7778024","700","Dublin Airport - Leopardstown","","3","","","","","",""
"3-4989_110901","3-7778024","700x","Dublin Airport - Leopardstown","","3","","","","","",""
"3-4989_94474","3-7778024","704x","Cork - Dublin - Dublin Airport","","3","","","","","",""
"3-4989_94475","3-7778024","705x","Dublin City - Derry/Londonderry","","3","","","","","",""
"3-4996_107358","3-7778080","250","Cobh - Cobh","","3","","","","","",""
"3-4996_51296","3-7778080","211","Cobh, O'Neill Place - Inchera, Hoffman Park","","3","","","","","",""
"3-4996_56643","3-7778080","210","Hollyhill (Apple) - Castleview, Little Island","","3","","","","","",""
"3-4996_72621","3-7778080","200","Cobh - Cork City","","3","","","","","",""
"3-5026_112120","3-7778304","437","Tourmakeady - Castlebar","","3","","","","","",""
"3-5027_110724","3-7778046","327","Tankardstown - Kilmallock","","3","","","","","",""
"3-5027_112157","3-7778046","325","Effin - Charleville","","3","","","","","",""
"3-5030_112275","3-7778481","433","Roscommon - Galway City","","3","","","","","",""
"3-5032_110904","3-7778056","497","Glenamoy - Glenamoy","","3","","","","","",""
"3-5032_110905","3-7778056","499","Glenamoy - Ballina","","3","","","","","",""
"3-5032_111025","3-7778056","436","Ballina - Ballycastle","","3","","","","","",""
"3-5032_111260","3-7778056","452","Glenamoy - Glenamoy","","3","","","","","",""
"3-5032_111955","3-7778056","496","Glenamoy - Ballina","","3","","","","","",""
"3-5032_112119","3-7778056","498","Glenamoy - Castlebar","","3","","","","","",""
"3-5033_112279","3-7778102","Ath1","Athlone Town Service","","3","","","","","",""
"3-5042_112911","3-7778084","231","Ardgroom - Cork City","","3","","","","","",""
"3-5048_112914","3-7778094","181","Glendalough - Dublin City","","3","","","","","",""
"3-5059_113137","3-7778075","920","Galway - Loughrea","","3","","","","","",""
"3-5060_113414","3-7778086","886","Monamolin - Gorey","","3","","","","","",""
"3-5080_113452","3-7778083","835","Tullamore - Tullamore","","3","","","","","",""
"3-5100_114954","3-7778030","593","Ballyneety - Newcastle West","","3","","","","","",""
"3-5101_114955","3-7778052","965","Meenlaragh - Letterkenny","","3","","","","","",""
"3-5104_115073","3-7778090","309","Kilduff - Limerick City","","3","","","","","",""
"3-5106_115075","3-7778223","Iw02","Newbridge - Carlow","","3","","","","","",""
"3-5112_105128","3-7778062","827","Mountmellick - Portlaoise","","3","","","","","",""
"3-5112_109507","3-7778062","830","Mountmellick - Tullamore","","3","","","","","",""
"3-5112_109508","3-7778062","829","Portlaoise - Tullamore","","3","","","","","",""
"3-5112_110720","3-7778062","837","Tullamore - Mullingar","","3","","","","","",""
"3-5112_112916","3-7778062","838","Kilkenny - Mountmellick","","3","","","","","",""
"3-5112_113136","3-7778062","832","Errill - Portlaoise","","3","","","","","",""
"3-5112_115076","3-7778062","831","Portlaoise - Portlaoise","","3","","","","","",""
"3-5128_114373","3-7778151","435","Ballinrobe - Galway","","3","","","","","",""
"3-5128_114956","3-7778151","427","Dunmore - Galway City","","3","","","","","",""
"3-5128_36546","3-7778151","428","Tuam, Bishop Street Cathedral - Eyre Square Galway","","3","","","","","",""
"3-5141_114218","3-7778229","180","Clones - Dublin","","3","","","","","",""
"3-5144_114217","3-7778058","872","Wexford - Kilmuckridge","","3","","","","","",""
"3-5144_116047","3-7778058","875","Blackwater - Whitemill","","3","","","","","",""
"3-5151_115271","3-7778155","726","Portlaoise - Dublin Airport","","3","","60AC1C","000000","","",""
"3-5151_51295","3-7778155","600","Cork City - Dublin City","","3","","60AC1C","000000","","",""
"3-5151_68765","3-7778155","750","Dundrum - Dublin Airport","","3","","60AC1C","000000","","",""
"3-5151_70766","3-7778155","300","Kerry / Clare - Dublin","","3","","60AC1C","000000","","",""
"3-5152_114374","3-7778157","964","Galway - Crolly","","3","","","","","",""
"3-5186_117278","3-7778008","W1","Clock Tower - Ballybeg","","3","","","","","",""
"3-5186_117279","3-7778008","W3","Clock Tower - Meagher's Quay","","3","","","","","",""
"3-5186_117280","3-7778008","W2","Clock Tower - WIT - Meagher's Quay","","3","","","","","",""
"3-5186_117281","3-7778008","W4","Peter Street - Brownes Road","","3","","","","","",""
"3-5186_117282","3-7778008","W5","Hospital - Oakwood","","3","","","","","",""
"3-5187_107658","3-7778198","932a","Annagry - Dublin","","3","","","","","",""
"3-5187_107659","3-7778198","933a","Moville - Dublin","","3","","","","","",""
"3-5187_111258","3-7778198","933","Moville - Dublin","","3","","","","","",""
"3-5187_112278","3-7778198","932","Annagry - Dublin","","3","","","","","",""
"3-5190_102717","3-7778196","901d","Marshes Shopping Centre - The Helix","","3","","","","","",""
"3-5190_102719","3-7778196","912","Grange Rath - Dublin City","","3","","","","","",""
"3-5190_110679","3-7778196","900","Dundalk - Dublin","","3","","","","","",""
"3-5190_110680","3-7778196","901","Dundalk - Dublin","","3","","","","","",""
"3-5190_110681","3-7778196","901m","Drogheda - Dublin","","3","","","","","",""
"3-5190_113455","3-7778196","910","Grange Rath - Dublin City","","3","","","","","",""
"3-5197_109380","3-7778364","Dy01","Kells - Dunboyne","","3","","","","","",""
"3-5197_117857","3-7778364","Dy02","Enfield - Dunboyne College of Further Education","","3","","","","","",""
"3-5224_113138","3-7778191","961","Crolly - Letterkenny","","3","","","","","",""
"3-5224_114205","3-7778191","963a","Letterkenny - Letterkenny via Ballymacool","","3","","","","","",""
"3-5224_114214","3-7778191","963b","Letterkenny - Letterkenny via Mountain Top","","3","","","","","",""
"3-5224_114216","3-7778191","963c","Letterkenny - Letterkenny via Oldtown","","3","","","","","",""
"3-5225_109509","3-7778042","917","Dundalk - Dundalk via Muirhevnamor","","3","","","","","",""
"3-5225_109511","3-7778042","916","Dundalk - Dundalk via Bay Estate","","3","","","","","",""
"3-5225_111259","3-7778042","169","Blackrock - Dundalk","","3","","","","","",""
"3-5225_114953","3-7778042","918","Saint Patricks Church - Willow Grove","","3","","","","","",""
"3-5240_119660","3-7778006","120","Dublin - Edenderry","","3","","93D5F5","2A2364","","",""
"3-5240_119661","3-7778006","125","UCD - Newbridge","","3","","93D5F5","2A2364","","",""
"3-5240_119662","3-7778006","126","Dublin - Rathangan","","3","","93D5F5","2A2364","","",""
"3-5240_119663","3-7778006","130","Dublin - Athy","","3","","93D5F5","2A2364","","",""
"3-5240_119664","3-7778006","120a","Dublin - Edenderry","","3","","93D5F5","2A2364","","",""
"3-5240_119665","3-7778006","120b","Dublin - Newbridge","","3","","93D5F5","2A2364","","",""
"3-5240_119666","3-7778006","120c","Enfield - Tullamore","","3","","93D5F5","2A2364","","",""
"3-5240_119667","3-7778006","120d","Enfield - Tullamore","","3","","93D5F5","2A2364","","",""
"3-5240_119668","3-7778006","120e","Dublin - Edenderry","","3","","93D5F5","2A2364","","",""
"3-5240_119669","3-7778006","120f","Connolly Station - Newbridge Centre","","3","","93D5F5","2A2364","","",""
"3-5240_119670","3-7778006","120x","Dublin - Edenderry","","3","","93D5F5","2A2364","","",""
"3-5240_119671","3-7778006","126a","Dublin - Kildare","","3","","93D5F5","2A2364","","",""
"3-5240_119672","3-7778006","126b","Dublin - Rathangan","","3","","93D5F5","2A2364","","",""
"3-5240_119673","3-7778006","126d","Dublin - Kildare","","3","","93D5F5","2A2364","","",""
"3-5240_119674","3-7778006","126e","Dublin - Kildare","","3","","93D5F5","2A2364","","",""
"3-5240_119675","3-7778006","126t","Dublin - Kildare","","3","","93D5F5","2A2364","","",""
"3-5240_119676","3-7778006","126u","Dublin UCD - Kildare","","3","","93D5F5","2A2364","","",""
"3-5240_119677","3-7778006","126n","Dublin - Newbridge","","3","","93D5F5","2A2364","","",""
"3-5240_119678","3-7778006","126x","Dublin - Rathangan","","3","","93D5F5","2A2364","","",""
"3-5240_119679","3-7778006","130a","Dublin - Athy","","3","","93D5F5","2A2364","","",""
"3-5242_118188","3-7778014","Red","The Point - Tallaght","","0","","","","","",""
"3-5242_119680","3-7778014","Green","Parnell - Brides Glen","","0","","","","","",""
"3-5245_119506","3-7778347","Dk05","Carrickmacross - Dundalk Institute of Technology","","3","","","","","",""
"3-5249_119681","3-7778021","59","Dun Laoghaire - Killiney Hill Park","","3","","2A2364","FFFFFF","","",""
"3-5249_119682","3-7778021","73","Kilnamanagh Road - Griffith Avenue East","","3","","2A2364","FFFFFF","","",""
"3-5249_119683","3-7778021","102","Dublin Airport - Sutton Dart","","3","","2A2364","FFFFFF","","",""
"3-5249_119684","3-7778021","104","Clontarf Station - DCU (The Helix)","","3","","2A2364","FFFFFF","","",""
"3-5249_119685","3-7778021","111","Brides Glen - Kilbogget Pk","","3","","2A2364","FFFFFF","","",""
"3-5249_119686","3-7778021","114","Ticknock - Blackrock","","3","","2A2364","FFFFFF","","",""
"3-5249_119687","3-7778021","161","Rockbrook - Dundrum","","3","","2A2364","FFFFFF","","",""
"3-5249_119688","3-7778021","197","Airside Ind. Estate, stop 7210 - Ashbourne Retail Pk, stop 101001","","3","","2A2364","FFFFFF","","",""
"3-5249_119689","3-7778021","220","DCU (The Helix) - Lady's Well Road","","3","","2A2364","FFFFFF","","",""
"3-5249_119690","3-7778021","236","Blanchardstown - IBM Campus","","3","","2A2364","FFFFFF","","",""
"3-5249_119691","3-7778021","238","Tyrrelstown - Mulhuddart","","3","","2A2364","FFFFFF","","",""
"3-5249_119692","3-7778021","270","Dunboyne - Blanchardstown","","3","","2A2364","FFFFFF","","",""
"3-5249_119693","3-7778021","33a","Dublin Airport - Balbriggan","","3","","2A2364","FFFFFF","","",""
"3-5249_119694","3-7778021","33b","Swords - Portrane","","3","","2A2364","FFFFFF","","",""
"3-5249_119695","3-7778021","33t","Skerries - Donabate","","3","","2A2364","FFFFFF","","",""
"3-5249_119696","3-7778021","45a","Kilmacanogue - Dun Laoghaire","","3","","2A2364","FFFFFF","","",""
"3-5249_119697","3-7778021","45b","Kilmacanogue - Dun Laoghaire","","3","","2A2364","FFFFFF","","",""
"3-5249_119698","3-7778021","L1","Newcastle Hospital - Bray Station","","3","","2A2364","FFFFFF","","",""
"3-5249_119699","3-7778021","L2","Sea Road, Newcastle - Bray Station","","3","","2A2364","FFFFFF","","",""
"3-5249_119700","3-7778021","L3","Glenbrook Park - The Nurseries","","3","","2A2364","FFFFFF","","",""
"3-5249_119701","3-7778021","N2","Clontarf Station - Heuston Train Stn","","3","","2A2364","FFFFFF","","",""
"3-5249_119702","3-7778021","N6","Finglas Village - Naomh Barróg Gaa","","3","","2A2364","FFFFFF","","",""
"3-5249_119703","3-7778021","S4","Liffey Valley - Ucd","","3","","2A2364","FFFFFF","","",""
"3-5249_119704","3-7778021","S6","The Square - Blackrock Station","","3","","2A2364","FFFFFF","","",""
"3-5249_119705","3-7778021","S8","Kingswood Avenue - Dun Laoghaire Stn","","3","","2A2364","FFFFFF","","",""
"3-5249_119706","3-7778021","W2","The Square - Liffey Valley Sc","","3","","2A2364","FFFFFF","","",""
"3-5249_119707","3-7778021","W4","The Square - Blanchardstown Sc","","3","","2A2364","FFFFFF","","",""
"3-5249_119708","3-7778021","W6","Community College - The Square","","3","","2A2364","FFFFFF","","",""
"3-5249_119709","3-7778021","L51","Liffey Valley SC - Adamstown Station","","3","","2A2364","FFFFFF","","",""
"3-5249_119710","3-7778021","L52","Blanchardstown SC - Adamstown Station","","3","","2A2364","FFFFFF","","",""
"3-5249_119711","3-7778021","L55","Hollyville Lawn - Glenaulin","","3","","2A2364","FFFFFF","","",""
"3-5249_119712","3-7778021","102a","Swords - Sutton","","3","","2A2364","FFFFFF","","",""
"3-5249_119713","3-7778021","102c","Balgriffin - Sutton","","3","","2A2364","FFFFFF","","",""
"3-5249_119714","3-7778021","102p","Swords - Portmarnock","","3","","2A2364","FFFFFF","","",""
"3-5249_119715","3-7778021","102t","Swords - Sutton","","3","","2A2364","FFFFFF","","",""
"3-5249_119716","3-7778021","185t","Enniskerry - Bray","","3","","2A2364","FFFFFF","","",""
"3-5249_119717","3-7778021","220a","DCU (The Helix) - Lady's Well Road","","3","","2A2364","FFFFFF","","",""
"3-5249_119718","3-7778021","220t","Collins Avenue West - Finglas Garda Stn","","3","","2A2364","FFFFFF","","",""
"3-5249_119719","3-7778021","236a","Blanchardstown - IBM Campus","","3","","2A2364","FFFFFF","","",""
"3-5249_119720","3-7778021","236t","Scoil Oilibheir - Tyrrelstown","","3","","2A2364","FFFFFF","","",""
"3-5249_119721","3-7778021","270t","Castaheany Estate - Castleknock Community College","","3","","2A2364","FFFFFF","","",""
"3-5249_119722","3-7778021","L15","Bray Station - Enniskerry","","3","","2A2364","FFFFFF","","",""
"3-5249_119723","3-7778021","L26","Blackrock Station - Kilternan Village","","3","","2A2364","FFFFFF","","",""
"3-5249_119724","3-7778021","L27","Dun Laoghaire Stn - Leopardstown Valley","","3","","2A2364","FFFFFF","","",""
"3-5273_120553","3-7778108","784","Dublin Airport - Dublin City","","3","","","","","",""
"3-5273_120554","3-7778108","782","Dublin Airport - Dublin City","","3","","","","","",""
"3-5273_94479","3-7778108","785","Belfast - Dublin","","3","","","","","",""
"3-5273_94480","3-7778108","783","Dublin Airport - Terenure","","3","","","","","",""
"3-5276_94517","3-7778002","29n","Dublin City South, D'Olier Street - Baldoyle, Warrenhouse Road","","3","","F2CA36","000000","","",""
"3-5276_94518","3-7778002","31n","Dublin City South, D'Olier Street - Howth, Outside Train Station","","3","","F2CA36","000000","","",""
"3-5276_94519","3-7778002","33n","Westmoreland Street - Balbriggan","","3","","F2CA36","000000","","",""
"3-5276_94520","3-7778002","42n","Dublin City South, D'Olier Street - Portmarnock, Strand Road (St.Anne's Estate)","","3","","F2CA36","000000","","",""
"3-5276_94521","3-7778002","46n","Dublin City South, D'Olier Street - Dundrum, Outside Luas Station","","3","","F2CA36","000000","","",""
"3-5276_94522","3-7778002","69n","Dublin City South, Westmoreland Street - Saggart,","","3","","F2CA36","000000","","",""
"3-5276_94523","3-7778002","70n","Westmoreland Street - Tyrrelstown","","3","","F2CA36","000000","","",""
"3-5276_94524","3-7778002","77n","D'Olier Street - Citywest","","3","","F2CA36","000000","","",""
"3-5276_94525","3-7778002","88n","Dublin City South, Westmoreland Street - Ashbourne, Ashbourne Kelly's","","3","","F2CA36","000000","","",""
"3-5276_94526","3-7778002","49n","D'Olier Street - Kilnamanagh","","3","","F2CA36","000000","","",""
"3-5276_94527","3-7778002","7n","Dublin City South, D'Olier Street - Dún Laoghaire-Rathdown, Woodbrook Golf Club","","3","","F2CA36","000000","","",""
"3-5276_94528","3-7778002","84n","Dublin City South, D'Olier Street - Charlesland Road (Seaborne View Apts)","","3","","F2CA36","000000","","",""
"3-5277_110683","3-7778098","230","Cork City - Skibbereen","","3","","","","","",""
"3-5277_51299","3-7778098","229","Bantry - Cork City","","3","","","","","",""
"3-5277_68250","3-7778098","228","Kinsale - Cork City","","3","","","","","",""
"3-5278_109840","3-7778048","843","Birr - Tullamore","","3","","","","","",""
"3-5278_110721","3-7778048","844","Birr - Galway","","3","","","","","",""
"3-5278_110730","3-7778048","845","Birr - Dublin","","3","","","","","",""
"3-5278_114219","3-7778048","847","Birr - Dublin","","3","","","","","",""
"3-5286_110734","3-7778013","393","Thurles - Clonmel","","3","","","","","",""
"3-5286_110742","3-7778013","397","Nenagh - Thurles","","3","","","","","",""
"3-5286_110902","3-7778013","812","Urlingford - Roscrea","","3","","","","","",""
"3-5286_110903","3-7778013","394","Clonmel - Thurles","","3","","","","","",""
"3-5286_111023","3-7778013","881","Graiguenamanagh, Graiguenamanagh - Kilkenny Castle","","3","","","","","",""
"3-5286_112913","3-7778013","882","Inistioge - Kilkenny","","3","","","","","",""
"3-5286_120890","3-7778013","395","Thurles - Nenagh","","3","","","","","",""
"3-5286_40574","3-7778013","396","Thurles - Clonmel","","3","","","","","",""
"3-5287_107636","3-7778193","740","Wexford - Dublin Airport","","3","","","","","",""
"3-5287_107637","3-7778193","740a","Gorey - Dublin Airport","","3","","","","","",""
"3-5287_107638","3-7778193","740x","Wexford - Dublin Airport","","3","","","","","",""
"3-5287_108852","3-7778193","859","Enniscorthy - Wexford","","3","","","","","",""
"3-5287_109379","3-7778193","376","Wexford - Carlow","","3","","","","","",""
"3-5287_109512","3-7778193","390","Wexford Town - Kilmore Quay","","3","","","","","",""
"3-5287_109839","3-7778193","Wx1","Drinagh Loop","","3","","","","","",""
"3-5287_110467","3-7778193","877","Wexford Town - Wexford Town via Castlebridge","","3","","","","","",""
"3-5287_120891","3-7778193","Wx2","Clonard Loop","","3","","","","","",""
"3-5287_94290","3-7778193","884","Gorey - Wexford","","3","","","","","",""
"3-5287_94293","3-7778193","340","Wexford - Waterford","","3","","","","","",""
"3-5305_109553","3-7778000","763","Dublin Airport - Galway City via Athlone","","3","","EB432C","000000","","",""
"3-5305_109718","3-7778000","763x","Creagh (Opp Dubarry) - University Rd (Cathedral)","","3","","EB432C","000000","","",""
"3-5305_110897","3-7778000","251","Galway City - Cork Airport","","3","","EB432C","000000","","",""
"3-5305_113413","3-7778000","923","Galway - Cleggan","","3","","EB432C","000000","","",""
"3-5305_116048","3-7778000","760","Galway - Dublin Airport","","3","","EB432C","000000","","",""
"3-5305_116049","3-7778000","761","Galway - Dublin Airport","","3","","EB432C","000000","","",""
"3-5305_116050","3-7778000","660","Galway City - Dublin","","3","","EB432C","000000","","",""
"3-5305_99506","3-7778000","712","Ennis - Dublin Airport","","3","","EB432C","000000","","",""
"3-5305_99512","3-7778000","721","Castlebar - Dublin Airport","","3","","EB432C","000000","","",""
"3-5305_99513","3-7778000","430","Ballina (Dunnes Stores) - Galway Cathedral","","3","","EB432C","000000","","",""
"3-5305_99516","3-7778000","707","Cork - Dublin Airport","","3","","EB432C","000000","","",""
"3-5315_121001","3-7778172","806","Portarlington - Monasterevin","","3","","","","","",""
"3-5315_121002","3-7778172","815","Tullamore - Athlone","","3","","","","","",""
"3-5315_121003","3-7778172","822","Mountrath - Carlow","","3","","","","","",""
"3-5315_121004","3-7778172","823","Birr - Portlaoise","","3","","","","","",""
"3-5315_121006","3-7778172","834","Roscrea - Portlaoise","","3","","","","","",""
"3-5315_121007","3-7778172","840","Banagher - Tullamore","","3","","","","","",""
"3-5315_121008","3-7778172","850","Athlone - Thurles","","3","","","","","",""
"3-5315_121009","3-7778172","858","Thurles - Portlaoise","","3","","","","","",""
"3-5315_121010","3-7778172","Ls1","Borris-in-Ossory - Mount Lucas","","3","","","","","",""
"3-5315_121011","3-7778172","Oy1","Tullamore - Mount Lucas","","3","","","","","",""
"3-5325_121856","3-7778269","Bi01","TU Dublin - Carpenterstown","","3","","","","","",""
"3-5327_103878","3-7778044","Um12","Carlow - Maynooth University","","3","","","","","",""
"3-5327_105287","3-7778044","Um14","Portlaoise - Maynooth University","","3","","","","","",""
"3-5327_107642","3-7778044","Um06","Athy - Maynooth University","","3","","","","","",""
"3-5327_107650","3-7778044","Gd02","Tramore - Dublin City","","3","","","","","",""
"3-5327_121857","3-7778044","Iw04","Portarlington - Carlow","","3","","","","","",""
"3-5327_77357","3-7778044","Iw06","Portlaoise - Carlow","","3","","","","","",""
"3-5330_107649","3-7778092","Ul06","Drumshanbo - Limerick","","3","","","","","",""
"3-5330_107653","3-7778092","Ng05","Ballinamore – Galway","","3","","","","","",""
"3-5330_109838","3-7778092","449","Drumshanbo - Sligo","","3","","","","","",""
"3-5333_121903","3-7778019","6","Howth Dart Stn - Lower Abbey Street","","3","","F2CA36","000000","","",""
"3-5333_121904","3-7778019","13","Grange Castle - Harristown","","3","","F2CA36","000000","","",""
"3-5333_121905","3-7778019","14","Dundrum Luas Stn - Ardlea Rd (Beaumont)","","3","","F2CA36","000000","","",""
"3-5333_121906","3-7778019","15","Ballycullen Road - Clongriffin","","3","","F2CA36","000000","","",""
"3-5333_121907","3-7778019","16","Ballinteer - Dublin Airport","","3","","F2CA36","000000","","",""
"3-5333_121908","3-7778019","16d","Airport - Beaumont Village - Ballinteer not","","3","","F2CA36","000000","","",""
"3-5333_121909","3-7778019","19","Parnell Square West - Dublin Airport","","3","","F2CA36","000000","","",""
"3-5333_121910","3-7778019","23","Merrion Square - Charlestown Sc","","3","","F2CA36","000000","","",""
"3-5333_121911","3-7778019","24","Merrion Square - Dublin Airport","","3","","F2CA36","000000","","",""
"3-5333_121912","3-7778019","27","Jobstown - Clare Hall","","3","","F2CA36","000000","","",""
"3-5333_121913","3-7778019","33","Balbriggan - Lower Abbey St","","3","","F2CA36","000000","","",""
"3-5333_121914","3-7778019","33d","Portrane - St Stephens Green","","3","","F2CA36","000000","","",""
"3-5333_121915","3-7778019","33e","Lwr Abbey St - Portrane - Skerries","","3","","F2CA36","000000","","",""
"3-5333_121916","3-7778019","37","Blanchardstown Shopping Centre - Wilton Terrace","","3","","F2CA36","000000","","",""
"3-5333_121917","3-7778019","38","Damastown - Burlington Road","","3","","F2CA36","000000","","",""
"3-5333_121918","3-7778019","39","Ongar - Burlington Rd","","3","","F2CA36","000000","","",""
"3-5333_121919","3-7778019","41","Swords Manor - Lower Abbey Street","","3","","F2CA36","000000","","",""
